"year","event","incident_number","incident_start","incident_end","declaration_date","declaration_url","state","incident_type","valid_ihp_applications","eligible_ihp_applications","ihp_eligibility_rate","ihp_average_award","ihp_total","pa_total","pa_projects_count","cdbg_dr_allocation","frn1_date","frn1_days_since_disaster","frn1_url","frn1_grantee1_name","frn1_grantee1_url","frn1_grantee1_amount","frn1_grantee2_name","frn1_grantee2_url","frn1_grantee2_amount","frn1_grantee3_name","frn1_grantee3_url","frn1_grantee3_amount","frn1_grantee4_name","frn1_grantee4_url","frn1_grantee4_amount","frn1_grantee5_name","frn1_grantee5_url","frn1_grantee5_amount","frn1_grantee6_name","frn1_grantee6_url","frn1_grantee6_amount","frn1_grantee7_name","frn1_grantee7_url","frn1_grantee7_amount","frn1_grantee8_name","frn1_grantee8_url","frn1_grantee8_amount","frn1_grantee9_name","frn1_grantee9_url","frn1_grantee9_amount","frn2_date","frn2_url","frn2_grantee1_name","frn2_grantee1_url","frn2_grantee1_amount","frn2_grantee2_name","frn2_grantee2_url","frn2_grantee2_amount","frn2_grantee3_name","frn2_grantee3_url","frn2_grantee3_amount","frn2_grantee4_name","frn2_grantee4_url","frn2_grantee4_amount","frn3_date","frn3_url","frn3_grantee1_name","frn3_grantee1_url","frn3_grantee1_amount","frn3_grantee2_name","frn3_grantee2_url","frn3_grantee2_amount","frn3_grantee3_name","frn3_grantee3_url","frn3_grantee3_amount","frn3_grantee4_name","frn3_grantee4_url","frn3_grantee4_amount","frn4_date","frn4_url","frn4_grantee1_name","frn4_grantee1_url","frn4_grantee1_amount"
2025,"Arkansas Severe Storms and Tornadoes",4865,"2025-03-14","2025-03-15","2025-05-08","https://www.fema.gov/disaster/4865","AR","Severe Storm",131,2,1.53,13223.47,26446.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"Kentucky Severe Storms, Straight-Line Winds, Tornadoes, Flooding, Landslides, and Mudslides",4864,"2025-04-02",NA,"2025-04-24","https://www.fema.gov/disaster/4864","KY","Severe Storm",2686,1322,49.22,7871.61,10406272.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"West Virginia Severe Storm, Straight-Line Winds, Flooding, Landslides, and Mudslides",4861,"2025-02-15","2025-02-18","2025-02-26","https://www.fema.gov/disaster/4861","WV","Severe Storm",5227,3816,73.01,7314.97,27913914.96,237308.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"Kentucky Severe Storms, Straight-Line Winds, Flooding, Landslides, and Mudslides",4860,"2025-02-14","2025-03-07","2025-02-24","https://www.fema.gov/disaster/4860","KY","Severe Storm",9957,6843,68.73,6262.48,42854130.11,600883.51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Alaska Severe Storm and Flooding",4859,"2024-10-20","2024-10-23","2025-01-15","https://www.fema.gov/disaster/4859","AK","Severe Storm",NA,NA,NA,NA,NA,97027.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"South Carolina Severe Storms and Flooding",4858,"2024-11-06","2024-11-14","2025-01-10","https://www.fema.gov/disaster/4858","SC","Flood",NA,NA,NA,NA,NA,6000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"California Wildfires and Straight-Line Winds",4856,"2025-01-07","2025-01-31","2025-01-08","https://www.fema.gov/disaster/4856","CA","Fire",261000,34356,13.16,3836.77,131815943.68,5230906.91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Missouri Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",4855,"2024-11-03","2024-11-09","2025-01-01","https://www.fema.gov/disaster/4855","MO","Severe Storm",NA,NA,NA,NA,NA,1015506.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Oregon Wildfires",4854,"2024-07-10","2024-08-23","2025-01-01","https://www.fema.gov/disaster/4854","OR","Fire",NA,NA,NA,NA,NA,1514756.55,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"North Dakota Wildfires and Straight-Line Winds",4852,"2024-10-05","2024-10-06","2024-12-24","https://www.fema.gov/disaster/4852","ND","Fire",NA,NA,NA,NA,NA,155709.89,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"West Virginia Post-Tropical Storm Helene",4851,"2024-09-25","2024-09-28","2024-12-09","https://www.fema.gov/disaster/4851","WV","Tropical Storm",1146,597,52.09,5196.08,3102061.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Puerto Rico Tropical Storm Ernesto",4850,"2024-08-13","2024-08-16","2024-11-27","https://www.fema.gov/disaster/4850","PR","Tropical Storm",NA,NA,NA,NA,NA,2434391.06,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Kentucky Remnants of Hurricane Helene",4848,"2024-09-27","2024-09-30","2024-11-26","https://www.fema.gov/disaster/4848","KY","Tropical Storm",NA,NA,NA,NA,NA,3927293.6,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Montana Severe Storm and Straight-Line Winds",4847,"2024-08-06","2024-08-06","2024-11-14","https://www.fema.gov/disaster/4847","MT","Severe Storm",860,657,76.4,2505.85,1646343.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Alaska Landslides",4846,"2024-08-25","2024-08-25","2024-11-13","https://www.fema.gov/disaster/4846","AK","Mud/Landslide",NA,NA,NA,NA,NA,97027.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Wyoming Wildfires",4845,"2024-08-21","2024-08-31","2024-11-13","https://www.fema.gov/disaster/4845","WY","Fire",NA,NA,NA,NA,NA,76317.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Florida Hurricane Milton",4844,"2024-10-05","2024-11-02","2024-11-05","https://www.fema.gov/disaster/4844","FL","Hurricane",30,0,0,NA,0,237091.61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"New Mexico Severe Storm and Flooding",4843,"2024-10-19","2024-10-20","2024-11-01","https://www.fema.gov/disaster/4843","NM","Flood",3119,2157,69.16,9785.89,21108168.14,4435465.83,11,68593500,"2025-01-16",76,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of New Mexico","",68593500,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"South Dakota Severe Storm, Straight-Line Winds, and Flooding",4842,"2024-07-13","2024-07-14","2024-11-01","https://www.fema.gov/disaster/4842","SD","Severe Storm",202,148,73.27,5085.01,752581.75,6879.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"U.s. Virgin Islands Tropical Storm Ernesto",4841,"2024-08-13","2024-08-16","2024-10-25","https://www.fema.gov/disaster/4841","VI","Tropical Storm",NA,NA,NA,NA,NA,868620.69,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Arizona Flooding",4840,"2024-08-22","2024-08-23","2024-10-25","https://www.fema.gov/disaster/4840","AZ","Flood",27,24,88.89,7921.14,190107.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"New York Severe Storm and Floooding",4839,"2024-08-18","2024-08-19","2024-10-21","https://www.fema.gov/disaster/4839","NY","Severe Storm",NA,NA,NA,NA,NA,627260.96,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Nebraska Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4838,"2024-07-31","2024-07-31","2024-10-21","https://www.fema.gov/disaster/4838","NE","Severe Storm",NA,NA,NA,NA,NA,313756.05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"North Carolina Potential Tropical Cyclone Eight",4837,"2024-09-16","2024-09-20","2024-10-19","https://www.fema.gov/disaster/4837","NC","Tropical Storm",NA,NA,NA,NA,NA,919114.89,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Alaska Flooding",4836,"2024-08-05","2024-08-06","2024-10-16","https://www.fema.gov/disaster/4836","AK","Flood",281,213,75.8,17424.01,3711313.14,97027.63,1,9338000,"2025-01-16",92,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of Alaska","",9338000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"South Carolina Tropical Storm Debby",4835,"2024-08-04","2024-08-22","2024-09-29","https://www.fema.gov/disaster/4835","SC","Tropical Storm",NA,NA,NA,NA,NA,2139424.45,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Florida Hurricane Milton",4834,"2024-10-05","2024-11-02","2024-10-11","https://www.fema.gov/disaster/4834","FL","Hurricane",1052514,299222,28.43,2644.28,791226581.99,1133279739.01,431,703399000,"2025-01-16",97,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","Orange County","",33357000,"Volusia County","",133515000,"Sarasota County","",70031333,"Pasco County","",195234667,"Pinellas County","",271261000,"Manatee County",NA,84237000,"Hillsborough County",NA,354662000,"Lee County",NA,50341500,"State of Florida",NA,185078800,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"Arizona Watch Fire",4833,"2024-07-10","2024-07-17","2024-10-04","https://www.fema.gov/disaster/4833","AZ","Fire",31,27,87.1,36207.91,977613.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Tennessee Tropical Storm Helene",4832,"2024-09-26","2024-09-30","2024-10-02","https://www.fema.gov/disaster/4832","TN","Tropical Storm",14552,7409,50.91,4599.13,34074955.09,58488935.64,99,42869000,"2025-01-16",106,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of Tennessee","",42869000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"Virginia Tropical Storm Helene",4831,"2024-09-25","2024-10-03","2024-10-01","https://www.fema.gov/disaster/4831","VA","Tropical Storm",10308,4471,43.37,3892.3,17402463.76,32415439.47,112,46670000,"2025-01-16",107,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of Virginia","",46670000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"Georgia Hurricane Helene",4830,"2024-09-24","2024-10-30","2024-09-30","https://www.fema.gov/disaster/4830","GA","Hurricane",392000,218572,55.76,1649.23,360476451.14,553301057.17,473,88575333,"2025-01-16",108,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of Georgia","",88575333,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"South Carolina Hurricane Helene",4829,"2024-09-25","2024-10-07","2024-09-29","https://www.fema.gov/disaster/4829","SC","Hurricane",443949,249502,56.2,1229.61,306789424.66,33624055.66,84,150354000,"2025-01-16",109,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of South Carolina","",150354000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"Florida Hurricane Helene",4828,"2024-09-23","2024-10-07","2024-09-28","https://www.fema.gov/disaster/4828","FL","Hurricane",319963,169981,53.13,4604.9,782745856.94,532948909.29,164,700706000,"2025-01-16",110,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","Sarasota County","",70031333,"Pasco County","",195234667,"Pinellas County","",271261000,"St. Petersburg, FL","",79942000,"Manatee County","",84237000,"Hillsborough County",NA,354662000,"Lee County",NA,50341500,"State of Florida",NA,185078800,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"North Carolina Tropical Storm Helene",4827,"2024-09-25","2024-12-18","2024-09-28","https://www.fema.gov/disaster/4827","NC","Tropical Storm",282641,159807,56.54,2808.61,448835344.56,487463492.47,614,1653130000,"2025-01-16",110,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of North Carolina","",1428120000,"Asheville, NC","",225010000,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"Vermont Severe Storms, Flooding, Landslides, and Mudslides",4826,"2024-07-29","2024-07-31","2024-09-26","https://www.fema.gov/disaster/4826","VT","Flood",318,225,70.75,7856.55,1767723.06,1148445.64,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"New York Remnants of Tropical Storm Debby",4825,"2024-08-08","2024-08-10","2024-09-24","https://www.fema.gov/disaster/4825","NY","Tropical Storm",NA,NA,NA,NA,NA,945150.52,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Kansas Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4824,"2024-06-26","2024-07-07","2024-09-24","https://www.fema.gov/disaster/4824","KS","Severe Storm",NA,NA,NA,NA,NA,378398.95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Washington Wildfires",4823,"2024-06-22","2024-07-08","2024-09-24","https://www.fema.gov/disaster/4823","WA","Fire",23,19,82.61,38244.92,726653.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Nebraska Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4822,"2024-06-19","2024-07-08","2024-09-24","https://www.fema.gov/disaster/4822","NE","Severe Storm",NA,NA,NA,NA,NA,267938.41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Georgia Tropical Storm Debby",4821,"2024-08-04","2024-08-20","2024-09-24","https://www.fema.gov/disaster/4821","GA","Tropical Storm",7370,2737,37.14,3640.38,9963728.88,9940588.6,95,88575333,"2025-01-16",114,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of Georgia","",88575333,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"Connecticut Severe Storm, Flooding, Landslides, and Mudslides",4820,"2024-08-18","2024-08-19","2024-09-20","https://www.fema.gov/disaster/4820","CT","Severe Storm",2456,1731,70.48,7677.25,13289315.93,7806826.56,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Illinois Severe Storms, Tornadoes, Straight-Line Winds, and Floodng",4819,"2024-07-13","2024-07-16","2024-09-20","https://www.fema.gov/disaster/4819","IL","Flood",62988,43132,68.48,3875.38,167152698.12,NA,NA,345124333,"2025-01-16",118,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","St. Clair County","",89533000,"Chicago, IL","",142202667,"Cicero, IL","",32001333,"Cook County","",81387333,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"New York Severe Storm and Flooding",4818,"2024-08-08","2024-08-10","2024-09-20","https://www.fema.gov/disaster/4818","NY","Tropical Storm",123,117,95.12,10605.27,1240816.09,2398308.19,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"Louisiana Hurricane Francine",4817,"2024-09-09","2024-09-12","2024-09-16","https://www.fema.gov/disaster/4817","LA","Hurricane",46533,24135,51.87,3361.36,81126375.64,19640208.7,268,117946000,"2025-01-16",122,"https://www.govinfo.gov/content/pkg/FR-2025-01-16/pdf/2025-00943.pdf","State of Louisiana","",117946000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2024,"Vermont Severe Storms and Flooding",4816,"2024-08-22","2024-08-24","2024-09-11","https://www.fema.gov/disaster/4816","VT","Flood",NA,NA,NA,NA,NA,673825.3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
